levels;alpha_beta;method;trial;turns;outcome;real_time;date;time
5;1;simple;4;43;whites_won;12.10257339477539;2022-05-19;00:32:44.175361
5;1;simple;5;50;black_won;8.171472787857056;2022-05-19;00:32:56.293556
5;1;simple;6;40;black_won;13.414223194122314;2022-05-19;00:33:04.465029
5;1;simple;7;60;black_won;8.547880411148071;2022-05-19;00:33:17.894873
5;1;simple;8;79;draw;200.9359986782074;2022-05-19;00:33:26.458375
5;1;simple;9;45;whites_won;16.358570337295532;2022-05-19;00:36:47.394373
5;1;simple;10;43;whites_won;12.152318716049194;2022-05-19;00:37:03.752944
5;1;simple;11;43;whites_won;11.96135425567627;2022-05-19;00:37:15.905262
5;1;simple;12;60;black_won;8.340794563293457;2022-05-19;00:37:27.866617
5;1;simple;13;43;whites_won;12.254104614257812;2022-05-19;00:37:36.207411
5;1;simple;14;40;black_won;13.336040258407593;2022-05-19;00:37:48.461516
5;1;simple;15;52;black_won;16.52279496192932;2022-05-19;00:38:01.813178
5;1;simple;16;43;whites_won;12.143899917602539;2022-05-19;00:38:18.335973
5;1;simple;17;40;black_won;13.281636953353882;2022-05-19;00:38:30.495494
5;1;simple;18;45;whites_won;16.173093557357788;2022-05-19;00:38:43.777131
5;1;simple;19;59;whites_won;52.670581579208374;2022-05-19;00:38:59.950225
5;1;simple;20;50;black_won;7.914417743682861;2022-05-19;00:39:52.636427
5;1;simple;21;30;black_won;10.703613996505737;2022-05-19;00:40:00.550845
5;1;simple;22;74;draw;207.03327751159668;2022-05-19;00:40:11.254459
5;1;simple;23;85;draw;767.702855348587;2022-05-19;00:43:38.287737
5;1;simple;24;25;whites_won;7.690195560455322;2022-05-19;00:56:25.990592
5;1;simple;25;45;whites_won;13.902981758117676;2022-05-19;00:56:33.680787
5;1;simple;26;45;whites_won;12.610922813415527;2022-05-19;00:56:47.583769
5;1;simple;27;43;whites_won;9.254337787628174;2022-05-19;00:57:00.194692
5;1;simple;28;40;black_won;13.112816333770752;2022-05-19;00:57:09.449030
5;1;simple;29;59;whites_won;52.87313175201416;2022-05-19;00:57:22.561846
5;1;simple;30;85;draw;758.2349514961243;2022-05-19;00:58:15.450600
5;1;simple;31;50;black_won;7.880157947540283;2022-05-19;01:10:53.701172
5;1;simple;32;43;whites_won;12.488462209701538;2022-05-19;01:11:01.581330
5;1;simple;33;40;black_won;12.259244203567505;2022-05-19;01:11:14.069793
5;1;simple;34;40;black_won;13.59657073020935;2022-05-19;01:11:26.329037
5;1;simple;35;50;black_won;7.954769849777222;2022-05-19;01:11:39.925608
5;1;simple;36;34;black_won;10.902688980102539;2022-05-19;01:11:47.880378
5;1;simple;37;43;whites_won;12.036438465118408;2022-05-19;01:11:58.798688
5;1;simple;38;40;black_won;14.130695343017578;2022-05-19;01:12:10.835126
5;1;simple;39;35;whites_won;7.844407796859741;2022-05-19;01:12:24.965822
5;1;simple;40;56;black_won;22.73804807662964;2022-05-19;01:12:32.810230
5;1;simple;41;45;whites_won;12.614443302154541;2022-05-19;01:12:55.548278
5;1;simple;42;37;whites_won;18.85497283935547;2022-05-19;01:13:08.162721
5;1;simple;43;36;black_won;6.3976380825042725;2022-05-19;01:13:27.017694
5;1;simple;44;50;black_won;7.840410232543945;2022-05-19;01:13:33.415332
5;1;simple;45;74;draw;209.83852314949036;2022-05-19;01:13:41.255742
5;1;simple;46;60;black_won;8.153838396072388;2022-05-19;01:17:11.094265
5;1;simple;47;79;draw;200.20809531211853;2022-05-19;01:17:19.248104
5;1;simple;48;60;black_won;9.548648118972778;2022-05-19;01:20:39.456199
5;1;weighted;0;65;whites_won;83.28582859039307;2022-05-19;00:57:46.075457
5;1;weighted;1;37;whites_won;30.594600200653076;2022-05-19;00:59:09.361286
5;1;weighted;2;26;black_won;45.435558557510376;2022-05-19;00:59:39.955886
5;1;weighted;3;39;whites_won;34.47317409515381;2022-05-19;01:00:25.391445
5;1;weighted;4;37;whites_won;32.03077673912048;2022-05-19;01:00:59.864619
5;1;weighted;5;65;whites_won;82.53787302970886;2022-05-19;01:01:31.895396
5;1;weighted;6;35;whites_won;25.849822759628296;2022-05-19;01:02:54.433269
5;1;weighted;7;65;whites_won;83.20932221412659;2022-05-19;01:03:20.283091
5;1;weighted;8;38;black_won;30.87928056716919;2022-05-19;01:04:43.492413
5;1;weighted;9;72;draw;944.0548362731934;2022-05-19;01:05:14.371694
5;1;weighted;10;37;whites_won;31.895208835601807;2022-05-19;01:20:58.426530
5;1;weighted;11;58;black_won;43.65607142448425;2022-05-19;01:21:30.321739
5;1;weighted;12;39;whites_won;34.08016037940979;2022-05-19;01:22:13.977811
5;1;weighted;13;65;whites_won;84.16941237449646;2022-05-19;01:22:48.057971
5;1;weighted;14;38;black_won;36.80380153656006;2022-05-19;01:24:12.227383
5;1;weighted;15;39;whites_won;34.66285562515259;2022-05-19;01:24:49.031185
5;1;weighted;16;61;whites_won;118.26579904556274;2022-05-19;01:25:23.694041
5;1;weighted;17;35;whites_won;35.18827843666077;2022-05-19;01:27:21.959840
5;1;weighted;18;33;whites_won;40.36551070213318;2022-05-19;01:27:57.163739
5;1;weighted;19;30;black_won;51.893004417419434;2022-05-19;01:28:37.544872
5;1;weighted;20;34;black_won;31.596875190734863;2022-05-19;01:29:29.437876
5;1;weighted;21;30;black_won;47.31106519699097;2022-05-19;01:30:01.034752
5;1;weighted;22;36;black_won;26.702874898910522;2022-05-19;01:30:48.361438
5;1;weighted;23;30;black_won;47.983211278915405;2022-05-19;01:31:15.064313
5;1;weighted;24;30;black_won;46.177993297576904;2022-05-19;01:32:03.047524
5;1;weighted;25;75;draw;975.9436671733856;2022-05-19;01:32:49.225517
5;1;weighted;26;32;black_won;29.517260551452637;2022-05-19;01:49:05.184806
5;1;weighted;27;68;black_won;130.79101037979126;2022-05-19;01:49:34.702066
5;1;weighted;28;65;whites_won;84.4759111404419;2022-05-19;01:51:45.493076
5;1;weighted;29;57;whites_won;140.0122857093811;2022-05-19;01:53:09.968988
5;1;weighted;30;68;black_won;131.75623750686646;2022-05-19;01:55:29.981273
5;1;weighted;31;38;black_won;30.780463218688965;2022-05-19;01:57:41.737511
5;1;weighted;32;26;black_won;44.34118294715881;2022-05-19;01:58:12.517974
5;1;weighted;33;68;black_won;130.5848753452301;2022-05-19;01:58:56.859157
5;1;weighted;34;75;draw;978.9272520542145;2022-05-19;02:01:07.444032
5;1;weighted;35;68;black_won;129.07438921928406;2022-05-19;02:17:26.371285
5;1;weighted;36;38;black_won;40.01226878166199;2022-05-19;02:19:35.445674
5;1;weighted;37;38;black_won;29.22896432876587;2022-05-19;02:20:15.457943
5;1;weighted;38;38;black_won;30.151597499847412;2022-05-19;02:20:44.686907
5;1;weighted;39;44;black_won;39.76233458518982;2022-05-19;02:21:14.838504
5;1;weighted;40;54;black_won;94.04672646522522;2022-05-19;02:21:54.600839
5;1;weighted;41;30;black_won;45.661170959472656;2022-05-19;02:23:28.647565
5;1;weighted;42;26;black_won;44.41797876358032;2022-05-19;02:24:14.308736
5;1;weighted;43;75;draw;964.603771686554;2022-05-19;02:24:58.726715
5;1;weighted;44;68;black_won;130.1723656654358;2022-05-19;02:41:03.330487
5;1;weighted;45;47;whites_won;26.61809277534485;2022-05-19;02:43:13.502852
5;1;weighted;46;58;black_won;44.000738859176636;2022-05-19;02:43:40.120945
5;1;weighted;47;54;black_won;97.43030714988708;2022-05-19;02:44:24.121684
5;1;weighted;48;36;black_won;26.130210399627686;2022-05-19;02:46:01.551991
6;1;simple;0;72;draw;789.6013720035553;2022-05-19;01:20:57.238800
6;1;simple;1;51;whites_won;33.429119348526;2022-05-19;01:34:06.840173
6;1;simple;2;40;black_won;20.131405353546143;2022-05-19;01:34:40.269292
6;1;simple;3;39;whites_won;21.27828574180603;2022-05-19;01:35:00.400697
6;1;simple;4;43;whites_won;26.50543212890625;2022-05-19;01:35:21.678983
6;1;simple;5;38;black_won;27.486931324005127;2022-05-19;01:35:48.184415
6;1;simple;6;81;draw;619.2640006542206;2022-05-19;01:36:15.671346
6;1;simple;7;35;whites_won;31.203330039978027;2022-05-19;01:46:34.950968
6;1;simple;8;51;whites_won;61.76998257637024;2022-05-19;01:47:06.154298
6;1;simple;9;38;black_won;27.075807571411133;2022-05-19;01:48:07.924281
6;1;simple;10;40;black_won;19.501219749450684;2022-05-19;01:48:35.000088
6;1;simple;11;35;whites_won;21.05807399749756;2022-05-19;01:48:54.501308
6;1;simple;12;81;draw;621.3541769981384;2022-05-19;01:49:15.559382
6;1;simple;13;62;black_won;92.84242987632751;2022-05-19;01:59:36.913559
6;1;simple;14;37;whites_won;25.264529705047607;2022-05-19;02:01:09.771610
6;1;simple;15;51;whites_won;62.598233699798584;2022-05-19;02:01:35.036140
6;1;simple;16;39;whites_won;21.027729511260986;2022-05-19;02:02:37.649995
6;1;simple;17;54;black_won;21.976710557937622;2022-05-19;02:02:58.677725
6;1;simple;18;35;whites_won;30.144110441207886;2022-05-19;02:03:20.654435
6;1;simple;19;51;whites_won;62.53777623176575;2022-05-19;02:03:50.798546
6;1;simple;20;51;whites_won;62.567750453948975;2022-05-19;02:04:53.336322
6;1;simple;21;39;whites_won;20.74501872062683;2022-05-19;02:05:55.904072
6;1;simple;22;51;whites_won;62.955872774124146;2022-05-19;02:06:16.649091
6;1;simple;23;50;black_won;76.59830689430237;2022-05-19;02:07:19.604964
6;1;simple;24;70;black_won;596.0380198955536;2022-05-19;02:08:36.203271
6;1;simple;25;39;whites_won;21.314507484436035;2022-05-19;02:18:32.241291
6;1;simple;26;72;draw;778.0910425186157;2022-05-19;02:18:53.555798
6;1;simple;27;62;black_won;92.83408069610596;2022-05-19;02:31:51.662462
6;1;simple;28;30;whites_won;22.73963475227356;2022-05-19;02:33:24.496543
6;1;simple;29;51;whites_won;61.11366391181946;2022-05-19;02:33:47.236177
6;1;simple;30;51;whites_won;32.54683876037598;2022-05-19;02:34:48.365463
6;1;simple;31;35;whites_won;21.448617219924927;2022-05-19;02:35:20.912302
6;1;simple;32;62;black_won;94.47827196121216;2022-05-19;02:35:42.360919
6;1;simple;33;51;whites_won;62.03376865386963;2022-05-19;02:37:16.839191
6;1;simple;34;37;whites_won;26.59312868118286;2022-05-19;02:38:18.872959
6;1;simple;35;30;whites_won;23.97852659225464;2022-05-19;02:38:45.466088
6;1;simple;36;43;whites_won;26.399954557418823;2022-05-19;02:39:09.444615
6;1;simple;37;51;whites_won;62.43325901031494;2022-05-19;02:39:35.844569
6;1;simple;38;51;whites_won;33.540552616119385;2022-05-19;02:40:38.277828
6;1;simple;39;40;black_won;19.99933886528015;2022-05-19;02:41:11.818381
6;1;simple;40;50;black_won;74.3543713092804;2022-05-19;02:41:31.817720
6;1;simple;41;35;whites_won;21.184064865112305;2022-05-19;02:42:46.187712
6;1;simple;42;38;black_won;26.935993194580078;2022-05-19;02:43:07.371777
6;1;simple;43;51;whites_won;63.170148849487305;2022-05-19;02:43:34.307770
6;1;simple;44;68;draw;920.2682573795319;2022-05-19;02:44:37.477919
6;1;simple;45;81;draw;634.2574689388275;2022-05-19;02:59:57.746176
6;1;simple;46;37;whites_won;25.73729181289673;2022-05-19;03:10:32.003645
6;1;simple;47;39;whites_won;22.332818269729614;2022-05-19;03:10:57.740937
6;1;simple;48;35;whites_won;20.82825779914856;2022-05-19;03:11:20.073755
6;1;weighted;0;50;black_won;84.5820996761322;2022-05-19;01:23:59.158806
6;1;weighted;1;55;whites_won;218.69929361343384;2022-05-19;01:25:23.740905
6;1;weighted;2;29;whites_won;68.1543140411377;2022-05-19;01:29:02.440199
6;1;weighted;3;68;black_won;966.521470785141;2022-05-19;01:30:10.594513
6;1;weighted;4;72;draw;1593.6895778179169;2022-05-19;01:46:17.115984
6;1;weighted;5;45;whites_won;96.19290518760681;2022-05-19;02:12:50.821183
6;1;weighted;6;39;whites_won;46.02537298202515;2022-05-19;02:14:27.014088
6;1;weighted;7;54;black_won;612.6017007827759;2022-05-19;02:15:13.039461
6;1;weighted;8;30;black_won;61.554943799972534;2022-05-19;02:25:25.641162
6;1;weighted;9;32;black_won;136.90001487731934;2022-05-19;02:26:27.196105
6;1;weighted;10;47;whites_won;68.13449144363403;2022-05-19;02:28:44.096120
6;1;weighted;11;41;whites_won;48.210222005844116;2022-05-19;02:29:52.230612
6;1;weighted;12;46;black_won;110.0224723815918;2022-05-19;02:30:40.440834
6;1;weighted;13;30;black_won;50.54968047142029;2022-05-19;02:32:30.463306
6;1;weighted;14;25;whites_won;63.28404998779297;2022-05-19;02:33:21.012987
6;1;weighted;15;39;whites_won;44.113609313964844;2022-05-19;02:34:24.312658
6;1;weighted;16;56;black_won;78.66599488258362;2022-05-19;02:35:08.426267
6;1;weighted;17;46;black_won;105.2539734840393;2022-05-19;02:36:27.092262
6;1;weighted;18;29;whites_won;66.94833040237427;2022-05-19;02:38:12.346236
6;1;weighted;19;54;black_won;614.1390676498413;2022-05-19;02:39:19.294566
6;1;weighted;20;39;whites_won;92.15136861801147;2022-05-19;02:49:33.433634
6;1;weighted;21;41;whites_won;48.48652744293213;2022-05-19;02:51:05.585003
6;1;weighted;22;85;draw;2832.0080173015594;2022-05-19;02:51:54.071530
6;1;weighted;23;26;black_won;56.23379445075989;2022-05-19;03:39:06.079547
6;1;weighted;24;40;black_won;88.32066535949707;2022-05-19;03:40:02.313342
6;1;weighted;25;41;whites_won;50.00040006637573;2022-05-19;03:41:30.634007
6;1;weighted;26;37;whites_won;88.28438520431519;2022-05-19;03:42:20.634407
6;1;weighted;27;35;whites_won;75.96390295028687;2022-05-19;03:43:48.918792
6;1;weighted;28;39;whites_won;43.22583794593811;2022-05-19;03:45:04.882695
6;1;weighted;29;54;black_won;612.6493315696716;2022-05-19;03:45:48.108533
6;1;weighted;30;72;draw;1636.3951535224915;2022-05-19;03:56:00.757865
6;1;weighted;31;47;whites_won;70.71240448951721;2022-05-19;04:23:17.153018
6;1;weighted;32;40;black_won;88.01121044158936;2022-05-19;04:24:27.865423
6;1;weighted;33;47;whites_won;68.70655274391174;2022-05-19;04:25:55.876633
6;1;weighted;34;56;black_won;81.19413900375366;2022-05-19;04:27:04.583186
6;1;weighted;35;45;whites_won;102.65740060806274;2022-05-19;04:28:25.777325
6;1;weighted;36;55;whites_won;175.7433774471283;2022-05-19;04:30:08.434726
6;1;weighted;37;68;black_won;973.1458842754364;2022-05-19;04:33:04.178103
6;1;weighted;38;25;whites_won;64.05745029449463;2022-05-19;04:49:17.323987
6;1;weighted;39;37;whites_won;60.61725378036499;2022-05-19;04:50:21.381437
6;1;weighted;40;26;black_won;57.386292934417725;2022-05-19;04:51:21.998691
6;1;weighted;41;68;black_won;986.4531610012054;2022-05-19;04:52:19.400606
6;1;weighted;42;51;whites_won;68.15574812889099;2022-05-19;05:08:45.853767
6;1;weighted;43;72;draw;1619.9007036685944;2022-05-19;05:09:54.009515
6;1;weighted;44;47;whites_won;69.54006767272949;2022-05-19;05:36:53.910219
6;1;weighted;45;54;black_won;615.0639100074768;2022-05-19;05:38:03.450287
6;1;weighted;46;30;black_won;53.27880358695984;2022-05-19;05:48:18.514197
6;1;weighted;47;33;whites_won;76.86354231834412;2022-05-19;05:49:11.793000
6;1;weighted;48;39;whites_won;43.38990235328674;2022-05-19;05:50:28.656543
7;1;simple;0;75;draw;1898.8441462516785;2022-05-19;02:11:31.589411
7;1;simple;1;35;whites_won;63.73432445526123;2022-05-19;02:43:10.433557
7;1;simple;2;33;whites_won;60.311402559280396;2022-05-19;02:44:14.167882
7;1;simple;3;41;whites_won;64.64992165565491;2022-05-19;02:45:14.479284
7;1;simple;4;35;whites_won;63.27638268470764;2022-05-19;02:46:19.129206
7;1;simple;5;43;whites_won;70.29746747016907;2022-05-19;02:47:22.421210
7;1;simple;6;46;black_won;156.06519532203674;2022-05-19;02:48:32.718678
7;1;simple;7;35;whites_won;113.6565113067627;2022-05-19;02:51:08.783873
7;1;simple;8;41;whites_won;61.52586388587952;2022-05-19;02:53:02.440384
7;1;simple;9;35;whites_won;64.80792832374573;2022-05-19;02:54:03.966248
7;1;simple;10;33;whites_won;63.31067490577698;2022-05-19;02:55:08.774176
7;1;simple;11;33;whites_won;61.93502950668335;2022-05-19;02:56:12.084851
7;1;simple;12;46;black_won;149.79406476020813;2022-05-19;02:57:14.019881
7;1;simple;13;48;black_won;199.6316201686859;2022-05-19;02:59:43.813946
7;1;simple;14;48;black_won;341.296751499176;2022-05-19;03:03:03.445566
7;1;simple;15;35;whites_won;63.72387218475342;2022-05-19;03:08:44.742317
7;1;simple;16;75;draw;1924.3929781913757;2022-05-19;03:09:48.466189
7;1;simple;17;43;whites_won;73.42869019508362;2022-05-19;03:41:52.859168
7;1;simple;18;48;black_won;199.60198402404785;2022-05-19;03:43:06.287858
7;1;simple;19;41;whites_won;65.36558771133423;2022-05-19;03:46:25.889842
7;1;simple;20;30;whites_won;63.27521991729736;2022-05-19;03:47:31.255429
7;1;simple;21;58;black_won;687.792150259018;2022-05-19;03:48:34.530649
7;1;simple;22;43;whites_won;47.37982439994812;2022-05-19;04:00:02.322800
7;1;simple;23;75;draw;1946.4520347118378;2022-05-19;04:00:49.702624
7;1;simple;24;48;black_won;199.56495308876038;2022-05-19;04:33:16.154659
7;1;simple;25;30;whites_won;66.14759421348572;2022-05-19;04:36:35.719612
7;1;simple;26;56;black_won;250.85183429718018;2022-05-19;04:37:41.867206
7;1;simple;27;50;black_won;131.93005657196045;2022-05-19;04:41:52.719040
7;1;simple;28;41;whites_won;67.0119206905365;2022-05-19;04:44:04.649097
7;1;simple;29;68;draw;5297.680225372314;2022-05-19;04:45:11.661018
7;1;simple;30;35;whites_won;67.04300165176392;2022-05-19;06:13:29.341243
7;1;simple;31;46;black_won;155.75693130493164;2022-05-19;06:14:36.384245
7;1;simple;32;56;black_won;247.52868676185608;2022-05-19;06:17:12.141176
7;1;simple;33;38;black_won;98.87285852432251;2022-05-19;06:21:19.669863
7;1;simple;34;54;black_won;1701.6836152076721;2022-05-19;06:22:58.542721
7;1;simple;35;41;whites_won;62.41832900047302;2022-05-19;06:51:20.226336
7;1;simple;36;58;black_won;690.3874614238739;2022-05-19;06:52:22.660287
7;1;simple;37;43;whites_won;73.29363560676575;2022-05-19;07:03:53.047748
7;1;simple;38;58;black_won;688.1226005554199;2022-05-19;07:05:06.341384
7;1;simple;39;48;black_won;199.64601826667786;2022-05-19;07:16:34.463984
7;1;simple;40;35;whites_won;64.12070822715759;2022-05-19;07:19:54.110003
7;1;simple;41;68;draw;5308.723034620285;2022-05-19;07:20:58.230711
7;1;simple;42;43;whites_won;46.502105474472046;2022-05-19;08:49:26.953746
7;1;simple;43;33;whites_won;61.94700360298157;2022-05-19;08:50:13.455851
7;1;simple;44;51;whites_won;100.5490472316742;2022-05-19;08:51:15.402854
7;1;simple;45;75;draw;1917.1970150470734;2022-05-19;08:52:55.951902
7;1;simple;46;48;black_won;195.65693402290344;2022-05-19;09:24:53.148917
7;1;simple;47;43;whites_won;70.73034262657166;2022-05-19;09:28:08.805851
7;1;simple;48;30;whites_won;62.86667513847351;2022-05-19;09:29:19.536193
7;1;weighted;0;35;whites_won;398.33525133132935;2022-05-19;02:24:57.414523
7;1;weighted;1;34;black_won;267.6272871494293;2022-05-19;02:31:35.749774
7;1;weighted;2;34;black_won;655.8788077831268;2022-05-19;02:36:03.377061
7;1;weighted;3;35;whites_won;319.4116680622101;2022-05-19;02:46:59.255869
7;1;weighted;4;31;black_won;808.3617587089539;2022-05-19;02:52:18.667537
7;1;weighted;5;85;draw;27853.673036813736;2022-05-19;03:05:47.029296
7;1;weighted;6;35;whites_won;260.5203683376312;2022-05-19;10:50:00.702333
7;1;weighted;7;68;black_won;7274.359987974167;2022-05-19;10:54:21.222701
7;1;weighted;8;45;whites_won;1646.4660325050354;2022-05-19;12:55:35.582689
7;1;weighted;9;36;black_won;242.29477548599243;2022-05-19;13:23:02.048721
7;1;weighted;10;35;whites_won;301.0182309150696;2022-05-19;13:27:04.343497
7;1;weighted;11;42;black_won;845.7768280506134;2022-05-19;13:32:05.361728
8;1;simple;0;45;whites_won;155.03146982192993;2022-05-19;02:47:08.027457
8;1;simple;1;74;draw;18202.99034667015;2022-05-19;02:49:43.058927
8;1;simple;2;68;black_won;711.118289232254;2022-05-19;07:53:06.049274
8;1;simple;3;60;black_won;12105.216622114182;2022-05-19;08:04:57.167563
8;1;weighted;0;43;whites_won;1395.9343659877777;2022-05-19;03:11:56.834789
8;1;weighted;1;43;whites_won;1396.73095703125;2022-05-19;03:35:12.784776
8;1;weighted;2;43;whites_won;1375.5572249889374;2022-05-19;03:58:29.531355
8;1;weighted;3;27;whites_won;418.31430292129517;2022-05-19;04:21:25.088580
8;1;weighted;4;37;whites_won;639.5886850357056;2022-05-19;04:28:23.402883
8;1;weighted;5;43;whites_won;953.6353974342346;2022-05-19;04:39:02.991568
8;1;weighted;6;51;whites_won;785.3541522026062;2022-05-19;04:54:56.626966
8;1;weighted;7;31;whites_won;492.34943890571594;2022-05-19;05:08:01.981118
8;1;weighted;8;30;black_won;493.5563106536865;2022-05-19;05:16:14.330557
8;1;weighted;9;51;whites_won;951.5413901805878;2022-05-19;05:24:27.886867
8;1;weighted;10;48;black_won;496.1489565372467;2022-05-19;05:40:19.443879
9;1;simple;0;31;whites_won;2897.997078895569;2022-05-19;03:11:57.209701
9;1;simple;1;59;whites_won;3137.7475469112396;2022-05-19;04:00:15.206780
